Date,Open,High,Low,Close,Adj Close,Volume
2005-12-01,10023.000000,10023.000000,10023.000000,10023.000000,10023.000000,0
2005-12-02,10025.000000,10025.000000,10025.000000,10025.000000,10025.000000,0
2005-12-05,10024.000000,10024.000000,10024.000000,10024.000000,10024.000000,0
2005-12-06,10024.000000,10024.000000,10013.000000,10013.000000,10013.000000,0
2005-12-07,10032.000000,10032.000000,9972.700195,9972.700195,9972.700195,0
2005-12-08,9974.099609,9989.799805,9974.099609,9989.799805,9989.799805,0
2005-12-09,9970.200195,9985.400391,9968.000000,9974.200195,9974.200195,0
2005-12-12,9976.599609,9976.599609,9976.599609,9976.599609,9976.599609,0
2005-12-13,9917.400391,9985.400391,9917.400391,9985.400391,9985.400391,0
2005-12-14,9993.200195,9993.200195,9993.200195,9993.200195,9993.200195,0
2005-12-15,9987.200195,9987.200195,9987.200195,9987.200195,9987.200195,0
2005-12-16,9983.799805,9983.799805,9983.799805,9983.799805,9983.799805,0
2005-12-19,10011.000000,10016.000000,10011.000000,10016.000000,10016.000000,0
2005-12-20,10037.000000,10037.000000,10011.000000,10011.000000,10011.000000,0
2005-12-21,10005.000000,10005.000000,10005.000000,10005.000000,10005.000000,0
2005-12-22,10006.000000,10006.000000,10006.000000,10006.000000,10006.000000,0
2005-12-23,9973.799805,9973.799805,9973.799805,9973.799805,9973.799805,0
2005-12-26,9979.700195,9979.700195,9978.799805,9978.799805,9978.799805,0
2005-12-27,9990.400391,9990.400391,9990.400391,9990.400391,9990.400391,0
2005-12-28,9975.599609,9975.599609,9975.599609,9975.599609,9975.599609,0
2005-12-29,9976.500000,9976.500000,9976.500000,9976.500000,9976.500000,0
2005-12-30,9984.900391,9984.900391,9984.900391,9984.900391,9984.900391,0
2006-01-02,9975.799805,9975.799805,9975.799805,9975.799805,9975.799805,0
2006-01-03,9937.500000,9979.400391,9937.500000,9979.400391,9979.400391,0
2006-01-04,9980.700195,9980.700195,9932.599609,9932.599609,9932.599609,0
2006-01-05,9983.400391,9983.400391,9979.700195,9979.700195,9979.700195,0
2006-01-06,9983.599609,9983.599609,9934.400391,9934.400391,9934.400391,0
2006-01-09,9737.900391,9737.900391,9737.900391,9737.900391,9737.900391,0
2006-01-10,9746.299805,9746.299805,9746.299805,9746.299805,9746.299805,0
2006-01-11,9738.200195,9738.200195,9738.200195,9738.200195,9738.200195,0
2006-01-12,9744.299805,9754.000000,9744.299805,9754.000000,9754.000000,0
2006-01-13,9737.200195,9737.200195,9737.200195,9737.200195,9737.200195,0
2006-01-16,9748.700195,9748.700195,9748.700195,9748.700195,9748.700195,0
2006-01-17,9750.299805,9750.299805,9750.299805,9750.299805,9750.299805,0
2006-01-18,9700.700195,9700.700195,9700.700195,9700.700195,9700.700195,0
2006-01-19,9732.700195,9732.700195,9732.700195,9732.700195,9732.700195,0
2006-01-20,9734.599609,9734.599609,9732.599609,9732.599609,9732.599609,0
2006-01-23,9701.700195,9701.700195,9701.700195,9701.700195,9701.700195,0
2006-01-24,9730.500000,9730.500000,9730.500000,9730.500000,9730.500000,0
2006-01-25,9737.700195,9737.700195,9737.700195,9737.700195,9737.700195,0
2006-01-26,9738.500000,9738.500000,9738.500000,9738.500000,9738.500000,0
2006-01-27,9688.200195,9755.500000,9688.200195,9755.500000,9755.500000,0
