Date,Open,High,Low,Close,Adj Close,Volume
2005-12-01,6.470000,6.470000,6.440000,6.440000,6.440000,0
2005-12-02,6.440000,6.443500,6.420000,6.420000,6.420000,0
2005-12-05,6.335100,6.350000,6.335100,6.350000,6.350000,0
2005-12-06,6.350000,6.350000,6.320000,6.320000,6.320000,0
2005-12-07,6.320000,6.320000,6.280000,6.280000,6.280000,0
2005-12-08,6.280000,6.323500,6.280000,6.300000,6.300000,0
2005-12-09,6.300000,6.310000,6.300000,6.310000,6.310000,0
2005-12-12,6.360000,6.360000,6.315000,6.315000,6.315000,0
2005-12-13,6.315000,6.315000,6.300000,6.300000,6.300000,0
2005-12-14,6.300000,6.300000,6.247000,6.247000,6.247000,0
2005-12-15,6.247000,6.366000,6.247000,6.355000,6.355000,0
2005-12-16,6.355000,6.430000,6.355000,6.430000,6.430000,0
2005-12-19,6.430000,6.430000,6.350000,6.350000,6.350000,0
2005-12-20,6.350000,6.350000,6.330000,6.330000,6.330000,0
2005-12-21,6.330000,6.345000,6.330000,6.345000,6.345000,0
2005-12-22,6.345000,6.361000,6.345000,6.361000,6.361000,0
2005-12-23,6.361000,6.372000,6.361000,6.372000,6.372000,0
2005-12-26,6.325000,6.355000,6.325000,6.361000,6.361000,0
2005-12-27,6.355000,6.357500,6.355000,6.361000,6.361000,0
2005-12-28,6.357500,6.357500,6.343500,6.361000,6.361000,0
2005-12-29,6.343500,6.343500,6.300000,6.300000,6.300000,0
2005-12-30,6.300000,6.317500,6.300000,6.317500,6.317500,0
2006-01-02,6.320000,6.320000,6.310000,6.300000,6.300000,0
2006-01-03,6.310000,6.310000,6.300000,6.300000,6.300000,0
2006-01-04,6.300000,6.300000,6.156000,6.156000,6.156000,0
2006-01-05,6.156000,6.156000,6.130000,6.130000,6.130000,0
2006-01-06,6.130000,6.169500,6.060000,6.060000,6.060000,0
2006-01-09,6.050000,6.060000,6.050000,6.060000,6.060000,0
2006-01-10,6.060000,6.060000,6.040000,6.060000,6.060000,0
2006-01-11,6.040000,6.110000,6.040000,6.110000,6.110000,0
2006-01-12,6.110000,6.110000,5.980000,5.980000,5.980000,0
2006-01-13,5.980000,6.081100,5.980000,6.075000,6.075000,0
2006-01-16,6.016600,6.016600,5.980000,5.980000,5.980000,0
2006-01-17,5.980000,5.990000,5.980000,5.990000,5.990000,0
2006-01-18,5.990000,6.040000,5.990000,6.040000,6.040000,0
2006-01-19,6.040000,6.040000,5.970000,5.970000,5.970000,0
2006-01-20,5.970000,5.975000,5.967000,5.967000,5.967000,0
2006-01-23,5.979600,5.979600,5.930000,5.930000,5.930000,0
2006-01-24,5.930000,5.978300,5.930000,5.955000,5.955000,0
2006-01-25,5.955000,6.033500,5.955000,6.010000,6.010000,0
2006-01-26,6.010000,6.056000,6.010000,6.033000,6.033000,0
2006-01-27,6.033000,6.080000,6.033000,6.080000,6.080000,0
2006-01-30,6.121500,6.130100,6.121500,6.080000,6.080000,0
2006-01-31,6.130100,6.130100,6.086000,6.086000,6.086000,0
2006-02-01,6.086000,6.086000,6.039000,6.039000,6.039000,0
2006-02-02,6.039000,6.120000,6.039000,6.120000,6.120000,0
2006-02-03,6.120000,6.120000,6.046000,6.046000,6.046000,0
2006-02-06,6.046000,6.078600,6.046000,6.046000,6.046000,0
2006-02-07,6.078600,6.096300,6.078600,6.096000,6.096000,0
2006-02-08,6.096000,6.185000,6.096000,6.170000,6.170000,0
2006-02-09,6.170000,6.179600,6.156000,6.156000,6.156000,0
2006-02-10,6.156000,6.156000,6.060000,6.060000,6.060000,0
2006-02-13,6.111000,6.111000,6.111000,6.111000,6.111000,0
2006-02-14,6.111000,6.152500,6.111000,6.148000,6.148000,0
2006-02-15,6.148000,6.148000,6.083000,6.083000,6.083000,0
2006-02-16,6.083000,6.083000,6.071200,6.071200,6.071200,0
2006-02-17,6.071200,6.071200,6.050000,6.050000,6.050000,0
2006-02-20,5.980000,6.005000,5.980000,5.998000,5.998000,0
2006-02-21,5.998000,6.015000,5.998000,6.010000,6.010000,0
2006-02-22,6.010000,6.100000,6.010000,6.100000,6.100000,0
2006-02-23,6.100000,6.100000,6.050000,6.100000,6.100000,0
2006-02-24,6.050000,6.100800,6.050000,6.100800,6.100800,0
2006-02-27,6.100000,6.100000,6.100000,6.100000,6.100000,0
2006-02-28,6.104000,6.173200,6.104000,6.150000,6.150000,0
2006-03-01,6.150000,6.150000,6.120000,6.120000,6.120000,0
2006-03-02,6.120000,6.130000,6.120000,6.130000,6.130000,0
2006-03-03,6.130000,6.130000,6.080000,6.100000,6.100000,0
2006-03-06,6.155000,6.155000,6.092500,6.153000,6.153000,0
2006-03-07,6.153000,6.218000,6.153000,6.218000,6.218000,0
2006-03-08,6.218000,6.235000,6.218000,6.228000,6.228000,0
2006-03-09,6.228000,6.272500,6.228000,6.272500,6.272500,0
2006-03-10,6.272500,6.272500,6.250000,6.250000,6.250000,0
